job_title,comp_name,comp_type,region,city,salary,contract,positions,years_of_experience,gender
موظف استقبال فندق,فندق ظاظا الفندقية,خاص,Makkah,ABU MARAG,4082.0,دوام كامل,1,0,Male
موظف استقبال,ورشة عبدالعزيز حسين آل ناجي لصيانة السيارات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Male
بائع,مؤسسة شذرات للسراميك,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,2,0,both
بائع,مؤسسة مأكولات الشيف لخدمات الاعاشة,خاص,Makkah,MAKKAH AL,6000.0,عمل عن بعد,1,2,Female
مدير مكتب,شركة مجموعة مبتكرون المتحدة للتطوير والاستثمار العقاري,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,both
سكرتير تنفيذي,مؤسسة وهيب محمد راشد الوافي مقاولات عامه,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,4,Female
فني عمليات تقنية معلومات,مركز التوحد الأول بجدة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,Female
أخصائي تسويق,شركة رفا الطبية (شركة شخص واحد),خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,2,Female
سكرتير تنفيذي,بوفية الوجبة الصحية واحد لتقديم الوجبات,خاص,Eastern Region,AL MUBARR,6000.0,دوام كامل,1,0,Male
مدير مالي,مطبخ ثمرات البركة لتقديم الوجبات,خاص,Makkah,AL 'UFAYR,4000.0,عمل عن بعد,1,0,both
كاتب موارد بشرية,الفلاح الراقي للوحدات السكنية المفروشة لصاحبتها شاخه فيحان,خاص,Makkah,MAKKAH AL,3200.0,دوام كامل,1,0,both
موظف استقبال,ورشة عبدالعزيز بن حسين بن أحمد آل ناجي لصيانة السيارات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Male
مدير مقهى,مؤسسة اسياف لتقديم المشروبات,خاص,Makkah,AL HALQAH,4000.0,دوام كامل,1,2,both
منسق زهور,محل الف روز للزهور,خاص,Madinah,ABA AL BA,3200.0,دوام كامل,1,0,both
مساح كميات,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,Madinah,YANBU AS ,7000.0,دوام كامل,1,4,Male
فني هندسة مدنية,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,Madinah,YANBU AS ,5700.0,دوام كامل,1,4,Male
مصمم جرافيك,مكتب ابراج الوطن للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,4,Female
أخصائي مبيعات,شركة أوقية المحدودة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,both
مهندس مدني,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,Madinah,YANBU AS ,7000.0,دوام كامل,1,4,Male
مهندس مدني,مؤسسة سليمان عبدالرحمن النمله للمقاولات,خاص,Madinah,YANBU AS ,13200.0,دوام كامل,1,7,Male
أمين صندوق,مطاعم وفرة الغذاء لتقديم الوجبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Female
أخصائي أمراض نطق وسمع,مركز نفس الطبي,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
مدير أشغال ومرافق عامة,شركة صقور العرب للمقاولات العامة,خاص,Riyadh,AR RIYADH,5700.0,دوام كامل,3,0,Male
موظف استقبال,معهد الجودة بلس للتدريب,خاص,Makkah,JEDDAH,4000.0,دوام كامل,3,0,both
محاسب,شركة لحظات القهوة للتجارة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,Male
أخصائي خدمة عملاء,شركة لحظات القهوة للتجارة,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,2,Female
موظف استقبال فندق,شركة واحة المسك للتشغيل والصيانة,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,4,0,both
مدير مطعم,شركة أرجاء الشمالية التجارية,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Male
بائع,أسواق المسارات الرائعة للتجارة,خاص,Aseer,MUHAYIL,3000.0,دوام كامل,2,0,both
رئيس تنفيذي,شركة أركان البيوت العقارية,خاص,Makkah,JEDDAH,6000.0,دوام كامل,2,2,both
نادل,شركة التجارب العصريه التجارية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,0,Male
مندوب مشتريات,شركة بشار محمد قطامش للمقاولات شركة الشخص الواحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
موظف صندوق محاسبة,مؤسسة جابر بن محمد بن حسين الرويلي للتجارة,خاص,Eastern Region,HAFAR AL ,4000.0,دوام كامل,3,2,Female
محاسب,شركة تحكم العالمية التجارية,خاص,Eastern Region,AL KHUBAR,7000.0,دوام كامل,1,4,Female
محاسب,مؤسسة ساري الليل للمقاولات العامة,خاص,Eastern Region,HAFAR AL ,4000.0,دوام كامل,1,0,Female
أخصائي تسويق,شركة مجمع ريادة الظهران الطبي,خاص,Eastern Region,DHAHRAN,4000.0,دوام كامل,1,0,both
بائع,شركة نجمة الماضي للتجارة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Male
فني صيانة مباني,مصنع عمر بن عبدالله بن محمد الغامدي للمنتجات الغذائية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,2,2,Male
منسق منتجات,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Female
صيدلي,صيدليه السوسن الجديده لصاحبها سراج عمر سراج عابد,خاص,Makkah,JEDDAH,7500.0,دوام كامل,2,0,Female
محاسب,مؤسسة جدير الإعمار العقارية,خاص,Eastern Region,AD DAMMAM,6000.0,دوام كامل,1,2,Female
بائع ملابس جاهزة,مؤسسة مها عياده يوسف الحربي للتجارة,خاص,Madinah,AL MADINA,3200.0,دوام كامل,1,2,Female
فني ميكانيكي تمديدات صحية وتدفئة وغاز,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,Riyadh,ABA ASLAB,4000.0,دوام كامل,1,0,both
فني كهربائي تمديدات كهربائية,شركة نبض الرياض المحدودة شركة شخص واحد,خاص,Riyadh,ABA ASLAB,4000.0,دوام كامل,2,0,both
بائع,شركة وكالات العربية السعودية سارا,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,5,2,both
مدير تسويق,شركة المزايا الحديثة للخدمات اللوجستية شركة شخص واحد,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
مدير تسويق,شركة البيداء الماسية,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,4,Female
طبيب أسنان عام,شركة الرواد المتحدة الطبية شركة شخص واحد,خاص,Makkah,JEDDAH,10000.0,دوام كامل,1,4,Male
فني تغذية,شركة الحبيب للتجارة والتعهدات التجارية المحدودة,خاص,Madinah,AL MADINA,5271.0,دوام كامل,1,0,Female
مندوب مشتريات,شركة الركن التنفيذي التجارية شركة شخص واحد,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Female
مندوب مبيعات,شركة مملكة الاسنان للتجارة شركة شخص واحد,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,2,both
عامل تصنيع,شركة الورق الوطنيه المحدوده,خاص,Makkah,JEDDAH,4500.0,دوام كامل,5,2,Male
سائق رافعة شوكية,شركة الورق الوطنيه المحدوده,خاص,Makkah,JEDDAH,5000.0,دوام كامل,6,2,Male
أخصائي استشارات أعمال,برنامج مستشفى الملك فهدللحرس الوطني,شبه حكومية,Riyadh,AR RIYADH,15532.0,دوام كامل,1,10,both
موظف صندوق محاسبة,مؤسسة فيصل مصلح الصواط التجارية,خاص,Makkah,AL HALQAH,4000.0,دوام كامل,1,0,Male
أخصائي بصريات,شركة الدكتور حامد سليمان الاحمدي وشركاه المحدوده,خاص,Madinah,AL MADINA,4667.0,دوام كامل,5,0,both
كاتب إنتاج,مصنع شركة مزارع فقيه للدواجن,خاص,Aseer,AL QUZ,4000.0,دوام كامل,30,2,both
معلم مرحلة متوسطة حاسب آلي,شركة انجال المستقبل التعليميه,خاص,Al Qassim,AL BUKAYR,3200.0,دوام كامل,1,0,Male
مصمم جرافيك,النادي الاهلي السعودي,خاص,Makkah,JEDDAH,5500.0,عمل عن بعد,1,2,both
بائع,مؤسسة شذرات للسيراميك والرخام,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,2,0,both
محصل,مصنع احمد محمد الابرص للصناعة,خاص,Makkah,JEDDAH,4000.0,عمل عن بعد,1,0,both
مدير تطوير موارد بشرية,شركة الخلية المتحدة لمكافحة الحشرات,خاص,Eastern Region,AD DAMMAM,5000.0,دوام كامل,1,2,Female
مراقب متجر,صالون براءة جودي للحلاقة,خاص,Al Qassim,AR RASS,4000.0,عمل عن بعد,1,0,Female
كاتب علاقات حكومية,شركة أنجال العروبة المحدودة,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,2,Male
أخصائي خدمة عملاء,شركة الخلية المتحدة لمكافحة الحشرات,خاص,Eastern Region,AD DAMMAM,5000.0,دوام كامل,1,2,Female
بائع,مؤسسة محمد الشعيبي للتجارة,خاص,Eastern Region,AD DAMMAM,4500.0,دوام كامل,1,0,Male
مدخل بيانات,مؤسسة عمر بن علي بن ظافر القحطاني للخردة والسكراب,خاص,Aseer,AHAD RIFA,5500.0,دوام كامل,1,0,Female
سكرتير,مؤسسة فول كروم للمقاولات العامة,خاص,Eastern Region,AL JUBAIL,4300.0,دوام كامل,1,2,Female
نجّار,مؤسسة جيل طيبة للمقاولات,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,2,Male
محاسب,شركة لؤلؤة الغربية التجارية (شركة شخص واحد),خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,2,both
بائع,مؤسسة تحدي السباق للمعدات الرياضية,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,2,Male
مساعد إداري,محل مفلح علي سعيد القحطاني لتأجير لوازم المناسبات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,2,0,Female
بائع,شركة على الكيف للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
مدير إداري,شركة الرعاية الموثوقة الطبية شركة شخص واحد,خاص,Riyadh,AR RIYADH,12000.0,دوام كامل,1,4,both
محصل,شركة حصيف للمحاماة والاستشارات القانونية شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,Female
سباك,شركة عبدالله محمد اليوسف للمقاولات,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Male
بناء,شركة عبدالله محمد اليوسف للمقاولات,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Male
دهّان,شركة عبدالله محمد اليوسف للمقاولات,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Male
حارس أمن,شركة شبلا للحراسات الامنية شركة شخص واحد,خاص,Jazan,JIZAN,3640.0,دوام كامل,5,0,Male
محلل نظم المعلومات,شركة افنسبل سولوشنس لتقنية نظم المعلومات ـ شركة شخص واحد,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,both
بائع,شركة البكر عبدالله العوبثاني للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,both
محاسب,مطعم بحر الامانة لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مدير مقهى,مؤسسة علي عبدالله محمد النخلي لتقديم المشروبات,خاص,Madinah,AL MADINA,4000.0,عمل عن بعد,1,0,Female
مدير عام,مطعم بحر الامانة لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مدخل بيانات,مؤسسة ناجز لخدمات الأعمال,خاص,Aseer,AL HIFAH,4001.0,دوام كامل,1,0,Male
مهندس كهربائي,مكتب وليد محمد البسام للاستشارات الهندسيه,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,4,both
بائع,شركة جو الثالث عشر للاتصالات و تقنية المعلومات,خاص,Riyadh,ABA ASLAB,4500.0,دوام كامل,20,0,both
مساعد إداري,فرع شركة بريميتالز تكنولوجيز العربية السعودية جي إم بي إتش,خاص,Eastern Region,AL JUBAIL,4500.0,دوام كامل,1,2,Male
موظف استقبال,شركة أطلال الجزيره للمقاولات,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,Female
مساعد إداري,شركة الإمدادات التعاونية,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,0,Female
مدير فرع,مؤسسة الأداء الذكي لخدمات السيارات,خاص,Makkah,JEDDAH,5000.0,دوام كامل,2,2,Male
مدير إداري,شركة التقدم الذهبية للتجارة (شركة شخص واحد),خاص,Makkah,JEDDAH,6000.0,دوام كامل,1,2,Male
بائع,مؤسسة المربع الذهبي للوجبات السريعة,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Female
مدير متابعة وأداء مؤسسي,مؤسسة محمد علي محمد الشرمان القحطاني للنقليات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Male
أخصائي مبيعات,مؤسسة الشمالي لقطع غيار السيارات,خاص,Tabuk,ABA AL QI,3300.0,دوام كامل,3,2,Male
بائع,شركة محمد عمر بالخير للتجارة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Male
بائع هاتفي,شركة محمد عمر بالخير للتجارة,خاص,Makkah,GHITHAH,4000.0,دوام كامل,3,0,Male
مساعد إداري,شركة الاقبال لتصنيع المواد العاكسه,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
فني نظارات,شركة مجموعة البركات المحدوده,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,20,2,both
موظف صندوق محاسبة,مطعم ليفي لتقديم الوجبات,خاص,Eastern Region,ABRAQIYAH,4000.0,دوام كامل,1,0,both
مندوب مبيعات,مؤسسة انيسة القصيم التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,both
مدير عمليات تشغيل,شركة تيم واي للمقاولات  شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Female
مراقب خدمات عامة,ورشة سيارات علي محمد علي الشرمان,خاص,Aseer,KHAMIS MU,5200.0,دوام كامل,1,0,Male
